ELAM	44	An ancient civilization and empire in modern southwestern Iran, existing between c. 3200 BCE and 539 BCE. Capital: Susa.
ANOT	40	Alternative form of or not.
HEATHS	48	plural of heath
TIB	45	a unit of information equal to 1024 gibibytes or 2^40 (1,099,511,627,776) bytes
POA	5	chiefly perennial grasses of cool temperate regions
MVI	38	Initialism of Model–View–Intent.
NAWAB	25	a governor in India during the Mogul empire
SHS	40	The station code of Sheung Shui in Hong Kong.
OLIVA	40	olivary body
RECOG	45	Clipping of recognizance
AZT	40	Abbreviation of azidothymidine.
ORN	10	To ornament; to adorn.
LBO	40	Initialism of leveraged buyout.
MMD	38	Initialism of molar mass distribution.
BOL	49	bolognese
ALD	25	Short for adrenoleukodystrophy.
URE	20	Use, practise, exercise.
EDINA	49	A city in Grand Bassa County, Liberia, named after Edinburgh in Scotland.
ADU	45	A surname.
ASI	48	Initialism of anti-suit injunction.
BIP	30	To make or cause to make a short beeping or blipping sound.
MMI	38	Initialism of man-machine interface.
DAI	40	A wet nurse; a midwife.
ADAR	49	The sixth month of the civil year and the twelfth month of the ecclesiastical year in the Jewish calendar, after Shevat and before Nisan. See also Adar Sheni.
STROPHE	40	one section of a lyric poem or choral ode in classical Greek drama
ANANG	30	Alternative form of Anaang.
BSA	49	Initialism of business systems analyst.
PYT	40	Initialism of pretty young thing.
NIK	45	A male given name.
ULM	25	A city on the River Danube in Baden-Württemberg, Germany.
ULU	35	An all-purpose knife traditionally used by Yup'ik, Inuit, and Aleut women.
FON	10	A fool or idiot.
RIS	35	Initialism of research information system.
ABIES	45	true firs
QOM	45	a city in northwestern Iran; a place of pilgrimage for Shiite Muslims
MDIV	38	a master's degree in religion
ACR	30	Initialism of albumin/creatinine ratio.
OUS	35	plural of ou
VII	38	being one more than six
ZOEA	20	Alternative spelling of zoëa.
GAN	30	To go.
TWAY	49	Two.
CIV	38	Abbreviation of civil.
AMU	40	Abbreviation of atomic mass unit.
ABAS	45	A cutaneous disease; the scald-head. porrigo
UNGER	45	A surname.
USC	45	Initialism of United States Code.
MMM	38	An emotional expression of satisfaction.
SEINED	49	simple past and past participle of seine
LMN	35	Initialism of let me know.
MCD	38	Initialism of minimum cost design.
MSM	25	Initialism of methylsulfonylmethane.
FOGEL	40	A surname.
URA	35	Initialism of undergraduate research assistant.
SUQ	40	Alternative spelling of souq.
LXXII	38	being two more than seventy
UNK	30	A short river in western Shropshire, England, that joins the River Clun at the town of Clun.
INTERJ	39	Abbreviation of interjection.
NIS	35	A nix; a hobgoblin, especially one that resides in a farm house.
AUT	30	Initialism of Auckland University of Technology.
YALU	49	A river on the China-North Korea border.
MINOT	49	A surname.
MCM	38	Initialism of million(s) of cubic meters.
AAAA	35	Amateur Athletic Association of America
DVI	38	Initialism of Digital Visual Interface.
SAKI	49	small arboreal monkey of tropical South America with long hair and bushy nonprehensile tail
STOA	24	In Ancient Greece, a walkway with a roof supported by colonnades, often with a wall on one side; specifically, the Great Hall in Athens.
GRUBBING	48	The act by which something is grubbed, or dug up.
DACHA	34	Russian country house
DBA	25	Initialism of database analyst.
EOLA	20	Initialism of end of life announcement.
CYD	45	A male given name
IOR	35	Initialism of (member of) Indian other ranks.
ABARE	45	To strip; to uncover (make bare).
CAESARS	45	plural of Caesar
KNORR	40	Alternative form of knarr (“large merchant ship used in mediaeval Scandinavia”).
NLRB	45	Initialism of National Labor Relations Board.
HOA	45	ho; hey; a call for attention
AAAH	30	Initialism of American Association for the Advancement of the Humanities.
ECHOS	49	plural of echo
LOEW	18	A surname from German of German derivation (from Loewe or Löwe).
EGER	49	A city in Heves County, Hungary.
NERA	35	A warrior of Connacht in the Ulster Cycle of Irish mythology.
SWAK	45	Sealed with a kiss.
NONA	49	The youngest of the three Fates, or Parcae, daughter of Jupiter and Justitia; the spinner of the thread of life. She is the Roman equivalent of Clotho.
AAM	25	A Dutch and German measure of liquids, used in England for Rhine wine, varying in different cities, being in Amsterdam about 41 wine gallons, in Antwerp 36½, and in Hamburg 38¼.
ORVAL	49	A sage, of species Salvia viridis.
VIII	38	being one more than seven
IER	35	A river in Romania and Hungary.
DESORBED	38	simple past and past participle of desorb
VBS	5	Abbreviation of VBScript.
INLA	35	Initialism of Irish National Liberation Army.
CUELLAR	48	A surname from Spanish.
AVESTA	49	a collection of Zoroastrian texts gathered during the 4th or 6th centuries
TYLERS	30	plural of tyler
NOA	36	A surname.
DATO	15	Alternative form of datto.
IOI	20	Initialism of indicator of interest.
KAS	35	A kind of large cupboard or wardrobe of Dutch origin, popular in the Netherlands and America in the 17th and 18th centuries.
DEANE	45	A surname from Middle English, a variant of Dean.
TAXA	45	plural of taxon
ALOES	49	a purgative made from the leaves of aloe
RADS	40	plural of rad
ASAN	35	A municipal city in South Chungcheong Province, South Korea.
BCD	35	Initialism of blue compact dwarf.
OPAH	45	large elliptical brightly colored deep-sea fish of Atlantic and Pacific and Mediterranean
ENOW	35	Archaic form of enough.
AJO	40	A surname.
HYP	30	Hypochondria.
AJC	35	Abbreviation of Authorized Java Center (a program for the qualification and certification of software houses)
LXX	38	being ten more than sixty
SOA	40	Initialism of Sarbanes-Oxley Act, officially titled the Public Company Accounting Reform and Investor Protection Act of 2002.
DUM	49	cooked with steam
ATH	45	Initialism of all-time high, referring to the value of an asset.
BOINK	10	To have sexual intercourse (with); to bonk.
HUSSY	30	a woman adulterer
LIKUD	38	A leading rightist political party in Israel.
AESOPS	16	plural of Aesop
AAB	30	Initialism of army air base.
CAS	30	Abbreviation of casual.
AAU	30	Initialism of assigned amount unit.
GIDE	49	French author and dramatist who is regarded as the father of modern French literature (1869-1951)
FRANNY	39	A diminutive of the female given names Frances, Francine, and Francesca.
INDIANSUMMER	1	a period of unusually warm weather in the autumn
AUS	45	Abbreviation of Australia.
IFC	45	Initialism of Internet Foundation Classes.
HERAT	30	a city in northwestern Afghanistan on the site of several ancient cities
ANDI	30	A Northeast Caucasian language of Russia.
TABULAE	39	plural of tabula
UNAU	15	relatively small fast-moving sloth with two long claws on each front foot
EVOO	40	Initialism of extra virgin olive oil.
FICHE	45	a microfiche
TMJ	40	Abbreviation of temporomandibular joint.
GHI	35	Alternative spelling of ghee.
MDC	38	Initialism of Metropolitan Detention Center.
TCS	30	Initialism of time/temperature control for safety.
IAL	35	Initialism of International Auxiliary Language.
IAT	35	Abbreviation of Implicit Association Test.
USP	45	The United States Pharmacopeial Convention, Inc., a standard-setting authority that publishes USP-NF standards about pharmaceuticals and dietary supplements.
DPHIL	40	a British doctorate
COULDST	35	second-person singular simple past indicative of can
DIX	38	A surname originating as a patronymic.
ILM	45	Initialism of Industrial Light and Magic.
XML	35	Initialism of Extensible Markup Language, a flexible text format for creating structured computer documents in machine-readable form.
HAMEL	48	Alternative form of hamble.
MDL	38	Initialism of mobile driver's licence.
MARLO	49	A male given name.
ZARAGOZA	40	an ancient city on the Ebro River in northeastern Spain; formerly the capital of Aragon
ECK	45	a German Roman Catholic theologian who was an indefatigable opponent of Martin Luther (1486-1543)
LXI	38	being one more than sixty
KWAME	49	A male given name from Akan, given to a male child born on a Saturday; variant forms Kwamé, Kouamé, Kwami, Kwamena, Kwamina.
ARNA	30	A township in Pine County, Minnesota, United States.
ZOA	30	plural of zoon
JAFFA	49	a port in western Israel on the Mediterranean; incorporated into Tel Aviv in 1950
OCKHAM	39	English scholastic philosopher and assumed author of Occam's Razor (1285-1349)
UMM	30	Alternative form of um.
DACHAU	35	a concentration camp for Jews created by the Nazis near Munich in southern Germany
ANEND	20	On end; in an upright position.
ENL	45	an inflammatory complication of leprosy that results in painful skin lesions on the arms and legs and face
USPS	45	Initialism of United States Postal Service.
AES	40	plural of a, the name of the letter A.
HAP	45	come to pass
NSW	45	the agency that provides units to conduct unconventional and counter-guerilla warfare
EDE	30	A city in Gelderland province, Netherlands.
OON	5	An oven.
DENYS	30	A male given name from Ancient Greek, an alternative spelling of Denis
MCI	49	Initialism of Media Control Interface.
DCC	38	Initialism of Doppelmayr Cable Car.
AXHANDLE	30	the handle of an ax
RAL	20	Abbreviation of ranked as last (“a penalty score relegating a racer to the last placing in a heat”).
WRISTS	49	plural of wrist
ATCO	45	An unincorporated community and census-designated place in Waterford, Camden, New Jersey.
EIS	45	A surname from German.
USEE	40	One who or that which is used.
OIR	20	Abbreviation of Old Irish.
TEY	45	An English measure of length for rope, perhaps equivalent to the fathom.
CVI	38	Initialism of chronic venous insufficiency.
KKK	1	Initialism of Ku Klux Klan.
CDE	35	Initialism of Common Desktop Environment.
ESSA	49	A surname.
ARRAU	47	Ellipsis of arrau turtle.
CMI	38	Initialism of coded mark inversion.
ANC	30	Initialism of absolute neutrophil count, a blood test measuring the number of neutrophil granulocytes.
AFC	40	Initialism of American Football Conference.
AAR	45	a river in north central Switzerland that runs northeast into the Rhine
AIT	45	An island in a river, especially the River Thames in England.
ARHAT	49	one who has achieved a state of perfect enlightenment
EAN	30	Initialism of European Article Numbering: a barcode symbology whose main variant, EAN-13, encodes thirteen digits, differing from UPC-A in that three of the digits in the left half are reversed so as to encode an additional digit.
RAX	35	To stretch; stretch out.
ATWT	40	Initialism of As the World Turns, an American television soap opera aired between 1956 and 2010.
OTARU	44	A port city in Hokkaido Prefecture, Japan.
EULA	20	Initialism of end user license agreement.
RPT	15	Alternative form of rpt..
MML	38	Initialism of Music Markup Language.
ANSE	20	A male given name, diminutive of various names.
AOUT	43	Eye dialect spelling of out.
TRIER	49	one who tries
AEC	40	Initialism of (United States) Atomic Energy Commission.
CERT	40	an absolute certainty
DABBA	49	A kind of lunchbox or food container.
GRO	45	Abbreviation of Guerrero: a state of Mexico.
MCC	38	Initialism of Marylebone Cricket Club (the former governing body of cricket).
TEK	48	Pronunciation spelling of take, representing dialectal English.
HOMO	40	someone who is sexually attracted to persons of the same sex
UNH	45	Alternative form of uh.
NEEDA	49	Contraction of need to.
OTBS	45	Initialism of one true brace style.
ANTA	45	Initialism of Australian National Training Authority.
IIN	35	Initialism of Imperial Iranian Navy.
ESNE	35	A hireling of servile status; slave.
ADJT	35	Abbreviation of adjutant.
EBEN	10	Pronunciation spelling of even, representing African-American English.
ULE	25	A Mexican and Central American tree (Castilla elastica), related to the breadfruit tree, whose milky juice contains caoutchouc.
PLAT	30	make a plot of
ADONAI	40	The Lord: a Hebrew title of God.
ADL	30	Initialism of activities of daily living, a set of activities such as bathing, feeding, or relieving oneself.
CMD	40	Abbreviation of command.
ANOA	5	small buffalo of the Celebes having small straight horns
OTTAWAS	35	plural of Ottawa
LEY	49	a field covered with grass or herbage and suitable for grazing by livestock
ATTU	40	The westernmost island of the Aleutian Islands.
LXXVI	38	being six more than seventy
CSIS	47	Acronym of Canadian Security Intelligence Service.
SPERMS	40	plural of sperm
TCM	35	Initialism of traditional Chinese medicine.
LHP	45	Abbreviation of liquid hydrogen peroxide.
TEH	30	Deliberate misspelling of the, for humorous, sarcastic, or facetious effect.
IHA	45	a Papuan language spoken in Indonesia
API	40	Initialism of active pharmaceutical ingredient.
SHWA	15	a neutral middle vowel; occurs in unstressed syllables
CLITORAL	30	of or relating to the clitoris
OAS	35	Initialism of oral allergy syndrome.
AFTON	35	A number of places in the United States, including:
EVAS	49	plural of EVA
ACTA	45	Initialism of Anti-Counterfeiting Trade Agreement.
OLY	47	The station code of Olympic in Hong Kong.
ROK	49	Alternative form of roc.
FPA	30	Initialism of Financial Planning Association.
CLU	45	Initialism of consultant-led unit.
SUNUNU	48	A surname from Arabic.
DLI	38	Initialism of Defense Language Institute.
RETE	10	a network of intersecting blood vessels or intersecting nerves or intersecting lymph vessels
TCI	25	Initialism of Turks and Caicos Islands.
SPH	20	Initialism of smoothed-particle hydrodynamics.
LFO	45	Initialism of low-frequency oscillation.
XLIV	38	being four more than forty
SHAK	20	Shakespeare.
EMES	20	plural of eme (uncle).
VGA	48	Initialism of Video Graphics Array, an obsolete computer display standard that superseded CGA and EGA, with a resolution of 640 × 480 pixels, and supporting up to 256 colours on screen from a palette of 262,144.
STUF	45	Misspelling of stuff.
PENIS	40	the male sex organ
TAMA	35	A form of votive offering in the Eastern Orthodox Church, particularly the Greek Orthodox Church, usually in the form of a small metal plaque with an embossed image symbolizing the subject of prayer for which it is offered.
DEK	48	The subhead of a news story.
DURAN	45	A commune in Gers department, Occitania, France.
AVO	30	100 avos equal 1 pataca in Macao
BIRR	40	make a soft swishing sound
DARA	25	A male given name from Irish.
OIS	10	plural of oi
ETNAS	45	plural of etna
EPH	49	A student at Williams College, Massachusetts, USA.
HUS	45	A surname from Czech, notably borne by Jan Hus, a Czech religious reformer.
SMERSH	40	Counter-intelligence organisation attached to Russian army units during World War II.
PLU	49	Initialism of people like us.
BEREA	30	Alternative form of Beroea.
ATREE	49	Initialism of Ashoka Trust for Research in Ecology and the Environment (an environmental research institute in India).
STENTS	48	plural of stent
EBN	30	the compass point that is one point north of due east
CCI	38	Initialism of co-channel interference.
OMAHAS	47	plural of Omaha
IVINS	45	A surname originating as a patronymic.
FIS	48	Initialism of flight information service.
AUR	25	Initialism of Arch User Repository.
OTA	25	Initialism of over-the-air.
PDR	40	Initialism of Physicians' Desk Reference.
CZAREVNA	29	Alternative spelling of tsarevna.
SBE	30	the compass point that is one point east of due south
THREELEGGED	40	having or as if having three legs
CIELO	40	A surname.
EKU	45	Initialism of Eastern Kentucky University.
SEXTO	47	A book consisting of sheets each of which is folded into six leaves.
XIX	38	being one more than eighteen
ADT	45	Initialism of Atlantic Daylight Time.
EBRO	49	a river in northeastern Spain; flows into the Mediterranean
SEMEN	10	the thick white fluid containing spermatozoa that is ejaculated by the male genital tract
DEHORN	45	take the horns off (an animal)
YABBA	49	A traditional Jamaican handmade ceramic cooking pot.
GCHAT	40	A communication service developed by Google: Google Talk, Google Hangouts, or their replacement Google Chat.
SUU	40	Initialism of Southern Utah University.
FLIED	48	simple past and past participle of fly (hit a fly ball)
LIII	38	being three more than fifty
IWW	5	Initialism of Industrial Workers of the World.
XENU	40	An extraterrestrial galactic leader said to have transported aliens to Earth 75 million years ago and murdered them with hydrogen bombs at sites of volcanoes, turning them into thetans.
VOMIT	30	eject the contents of the stomach through the mouth
ELMIRA	30	A female given name from the Germanic languages.
VENAE	37	plural of vena
BRON	45	A diminutive of the male given name Bronson.
UKR	35	Abbreviation of Ukraine.
ANEG	45	A barangay of Delfin Albano, Isabela, Philippines.
LDR	45	Initialism of light-dependent resistor.
USOC	40	Initialism of United States Olympic Committee.
ONEARTH	49	used with question words to convey surprise
ADIT	40	a nearly horizontal passage from the surface into a mine
XCI	38	being one more than ninety
IGN	35	Initialism of in-game name.
UNPEG	49	To remove from a peg.
EMBODIER	39	One who embodies.
RMN	30	Initialism of Royal Malaysian Navy.
SGA	20	Initialism of Schwarz-Gelbe Allianz.
LXXX	38	being ten more than seventy
NISAN	49	the seventh month of the civil year; the first month of the ecclesiastic year (in March and April)
ZAT	45	Pronunciation spelling of that, usually signifying a foreign accent, often French.
ELUL	49	The twelfth month of the civil year and the sixth month of the ecclesiastical year in the Jewish calendar, after Av and before Tishrei.
LAZ	45	A Kartvelian language of Turkey and Caucasian Georgia, related to Georgian, Mingrelian, and Svan.
WSOP	40	Any of the series of poker tournaments held annually in Las Vegas since 2005.
PPL	45	Abbreviation of people.
REALI	49	A surname from Italian.
ECHT	45	not fake or counterfeit
ASG	30	Initialism of abstract semantic graph.
EHH	40	An expression of surprise
EFE	30	A barangay of Calubian, Leyte, Philippines.
ARY	30	any
EAGRE	3	a high wave (often dangerous) caused by tidal flow (as by colliding tidal currents or in a narrow estuary)
EXARCH	40	a viceroy who governed a large province in the Roman Empire
SHAHI	49	A former currency unit of Iran, worth one twentieth of a qiran.
MIRABILIS	35	four o'clocks
AVERROES	40	An Andalusian polymath (1126–1198).
BOOBJOB	10	Alternative form of boob job.
UGA	45	Initialism of University of Georgia.
CCC	38	being one hundred more than two hundred
OXI	45	no.
TARYN	48	A female given name originating as a coinage.
ADC	35	Initialism of aide-de-camp and postnominal.
BLARG	45	Expressing frustration or disappointment.
LXII	38	being two more than sixty
TAPPIN	40	A surname.
AFAIR	30	Initialism of as far as I recall/remember.
IIS	35	the most notorious and possibly the most important arm of Iraq's security system
CXL	38	being ten more than one hundred thirty
RISP	45	To rub together, to rasp or grate.
CDL	38	Initialism of commercial driver's licence.
HAE	40	Alternative form of have.
NEH	35	Initialism of The New English Hymnal.
ATS	20	plural of at
CHEETA	49	Archaic form of cheetah.
AVENUES	45	plural of avenue
MCL	38	Initialism of Michigan Compiled Laws.
YMHA	45	Initialism of Young Men's Hebrew Association.
AROO	25	The howl of a wolf or dog.
CML	38	Initialism of capital market line.
BVI	40	Initialism of British Virgin Islands.
STERE	49	A measure of volume used e.g. for cut wood, equal to one cubic metre.
MMC	38	Initialism of Montreal Metropolitan Community.
CRAT	40	Clipping of bureaucrat.
HOU	35	Abbreviation of Houston (in Texas).
QUTB	40	One of the Sufi spiritual leaders of a particular era.
ANNABA	49	a port city of northeastern Algeria near the Tunisian border
BIX	39	Biscuits.
RAJIV	49	A male given name from Sanskrit of Indian usage.
EURE	15	Obsolete form of ewer.
AVENEL	40	An unincorporated community and census-designated place in Woodbridge, Middlesex, New Jersey.
SNEE	10	A large knife.
UPJOHN	48	United States architect (born in England) (1802-1878)
NOAA	40	Acronym of National Oceanic and Atmospheric Administration
DFW	40	Initialism of Dallas–Fort Worth metroplex.
SAANICH	40	A member of a Native American people from British Columbia.
CALUMET	46	A clay tobacco pipe used by Native Americans, especially as a symbol of truce or peace.
QAS	35	plural of QA
VOMITED	30	simple past and past participle of vomit
KANTOR	49	A surname.
MCCREA	16	A Scottish surname from Scottish Gaelic.
AFAN	40	A river in Neath Port Talbot borough county borough, Wales, which flows into Swansea Bay at Aberavon.
ENDERS	47	plural of ender
NRN	45	Abbreviation of not right now.
RUCK	49	become wrinkled or drawn together
GAFF	49	an iron hook with a handle; used for landing large fish
CRABBE	45	A surname.
EXCITER	45	One who or that which excites.
SHERM	45	The drug phencyclidine (PCP).
DADO	35	cut a dado into or fit into a dado
WOZ	40	Eye dialect spelling of was.
SUH	40	Pronunciation spelling of sir, usually to suggest the speech of African-American slaves.
INJUN	1	(slang) offensive term for Native Americans
ASSAMESE	25	of or relating to or characteristic of Assam or its people or culture or language
AIN	35	belonging to or on behalf of a specified person (especially yourself); preceded by a possessive
ROADEO	45	A driving competition for the drivers of road vehicles, such as buses.
AKIO	48	A male given name from Japanese.
FERGUS	39	A male given name from Scottish Gaelic.
CANCER	40	type genus of the family Cancridae
POTEET	30	A surname.
YOI	35	A preparatory position in karate, with the arms slightly forward, elbows slightly bent, and fists closed.
OSES	39	The various sugars ending in -ose, such as sucrose, lactose, glucose, and fructose.
TOJO	40	A surname from Japanese.
PAPPAS	41	plural of pappa
CLEFTS	42	plural of cleft
NTS	25	Initialism of not to scale.
COCKBLOCKING	40	Of a person, who acts or attempts to impede another's intended goal of a romantic relationship or sexual intercourse.
DLX	38	Abbreviation of dancing links.
KLF	49	Initialism of Khalistan Liberation Force.
GAK	40	Alternative form of gack (“expression of disgust or disapproval”).
CERTS	40	plural of cert
OOOOH	40	Elongated form of ooh.
DCI	38	the head of the United States Intelligence Community and director of the Central Intelligence Agency
DIL	40	Initialism of dual-in-line.
BSO	40	Blue stellar object: a radio-quiet quasar.
DORN	45	A surname.
CRT	40	Initialism of Chinese remainder theorem.
NAANS	49	plural of naan
ARYL	45	Any univalent organic radical derived from an aromatic hydrocarbon by removing a hydrogen atom.
AARAU	40	A municipality and town, the capital of Aargau canton, in northern Switzerland; capital of the Helvetic Republic between 1798 and 1803.
DIV	38	A function, implemented in many programming languages, that returns the result of a division of two integers.
JIZZ	10	The physical and behavioural characteristics of a bird that enable it to be immediately recognised by an experienced birder as a certain type of bird, especially to family or genus level.
LORN	40	Doomed; lost.
NEGRO	0	having skin rich in melanin pigments;
AREED	20	Alternative form of aread.
AEF	40	Initialism of American Expeditionary Forces.
WUZ	45	Eye dialect spelling of was.
DUP	18	to open (a door, gate etc.)
ARTEL	40	A Russian or Soviet craftsmen's collective.
IVOR	45	A male given name from Old Norse.
XXI	38	being one more than twenty
CERVIX	40	necklike opening to the uterus
BLUEBALLS	49	third-person singular simple present indicative of blueball
SETTS	30	plural of sett
PCPS	25	plural of PCP
AHO	35	Initialism of approved hunting organisation, an organisation of which membership is one of several possible prerequisites for a firearms license.
ADR	35	Initialism of adverse drug reaction.
KARYN	45	A female given name from Ancient Greek.
PINO	48	A town in Haute-Corse, France.
PRIE	30	Alternative form of pree.
ULUS	35	plural of ulu
THANE	49	a feudal lord or baron
SHIH	38	A surname from Mandarin of Chinese origin.
XXII	38	being two more than twenty
AMAL	40	A male given name.
ISCHIA	10	a volcanic island (part of Campania) in the Tyrrhenian Sea at the north end of the Bay of Naples
TEAZLE	40	Archaic spelling of teasel.
THOME	49	A surname.
SKU	40	Initialism of stock-keeping unit.
AGR	30	Abbreviation of annual growth rate.
XCV	38	being five more than ninety
THEBAN	35	of or relating to the Greek city of Thebes or its people or culture
PUKES	30	plural of puke
NER	45	An interjection generally used when gloating about a perceived cause of humiliation or inferiority for the person being addressed, often when disagreeing with a statement considered incorrect or irrelevant.
NMI	40	Initialism of non-maskable interrupt.
LVII	38	being seven more than fifty
YLEM	35	In the Big Bang theory, the hot and dense plasma that made up the matter in the cosmos following the initial baryogenesis at an early stage of its expansion and cooling, from which the first atoms formed and photons decoupled. The emission of photons in this phase is regarded as the source of the cosmic microwave background.
RENI	45	A city in Izmail Raion, Odesa Oblast, Ukraine.
REMEET	35	To meet again
ARETE	40	a sharp narrow ridge found in rugged mountains
AFACE	40	In face; in front.
OEM	28	A company that produces parts to be sold under another company's brand.
XIII	49	being one more than twelve
TWEEDY	45	(of country gentry) informal, clannish and outdoorsy
STREETARAB	1	(sometimes offensive) a homeless boy who has been abandoned and roams the streets
RWR	30	Initialism of radar warning receiver
ROTTER	49	a person who is deemed to be despicable or contemptible
KUE	25	The name of the Latin script letter Q/q. Alternative form of cue.
XLI	38	being one more than forty
SAR	25	Acronym of search and rescue.
ORSE	40	otherwise.
CLERIHEW	49	a witty satiric verse containing two rhymed couplets and mentioning a famous person
ECH	32	Initialism of epichlorohydrin.
GOS	49	Alternative form of goes (“plural of go”).
TITS	40	plural of tit
WHORE	5	compromise oneself for money or other gains
RAB	40	An island off the Croatian coast in the Adriatic Sea.
DEHORNS	45	third-person singular simple present indicative of dehorn
RIF	45	Initialism of reduction in force.
USG	30	Initialism of ultrasonography.
OBIS	40	plural of obi
YOB	45	a cruel and brutal fellow
CLI	38	a user interface in which you type commands instead of choosing them from a menu or selecting an icon
CORONAE	48	plural of corona
DEMY	20	A printing paper size, 17½ inches by 22½ inches.
MOONEY	49	A surname from Irish.
MELL	49	To say (something); to speak, to tell.
EBW	30	Initialism of exploding-bridgewire detonator.
ISOCRATES	45	Athenian rhetorician and orator (436-338 BC)
DACHAS	34	plural of dacha
XLII	38	being two more than forty
SHERDS	25	plural of sherd
INNES	40	plural of inne
SLUMMER	39	An inhabitant of a slum.
BLENCH	42	turn pale, as if in fear
BUTTCHUG	40	Alternative form of butt chug.
ENNS	40	A river in Austria, a southern tributary of the Danube.
ULF	25	Initialism of Ultra Low Frequency, the band of radio waves between 300 hertz and 3000 hertz.
DUDDY	30	A surname.
EDOM	40	The name given to Esau in the Hebrew Bible.
FORCER	49	Agent noun of force.
WIFEDOM	39	The condition of marriage for a woman.
ELKINS	35	A surname.
CPT	30	Initialism of charge, parity, time-reversal (in the phrase CPT symmetry).
IUP	15	Initialism of Indiana University of Pennsylvania.
DCL	38	Initialism of Doctor of Civil Law.
ROPILY	38	In a ropy manner.
GASMAN	30	a man employed by a gas company
EADS	49	A surname.
